Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_001090386.1,2.7.7.4,,R607,Sulfate adenylyltransferase,R04929,C00002; C05697,C00013; C05686,Km_C00013: 0.1651891469955444; Km_C05686: 0.0390989929437637; Km_C00002: 0.0667746737599372; Km_C05697: 0.7738238573074341,Kcat_F: 5.627328769347455; Kcat_R: 2.7808174477597913
WP_000886900.1,3.1.3.7,,R608,"3'(2'),5'-bisphosphate nucleotidase",R00188,C00001; C00054,C00009; C00020,Km_C00009: 1.0602318048477173; Km_C00020: 0.1236771419644355; Km_C00001: 1.2118408679962158; Km_C00054: 0.24,Kcat_F: 7.186644676763757; Kcat_R: 10.669607852309214
WP_000886900.1,3.1.3.7,,R609,"3'(2'),5'-bisphosphate nucleotidase",R00508,C00001; C00053,C00009; C00224,Km_C00009: 1.0602318048477173; Km_C00224: 0.0629573613405227; Km_C00001: 1.2118408679962158; Km_C00053: 0.0615663602948188,Kcat_F: 12.113351455869957; Kcat_R: 9.943782155081003
WP_000626410.1,4.3.1.17,,R610,L-serine ammonia-lyase,R00220,C00065,C00014; C00022,Km_C00014: 2.32181453704834; Km_C00022: 0.7869249582290649; Km_C00065: 0.995956301689148,Kcat_F: 3.54728232602962; Kcat_R: 16.00408804670335
WP_000626410.1,4.3.1.17,,R611,L-serine ammonia-lyase,R00590,C00065,C00001; C02218,Km_C00001: 1.2432831525802612; Km_C02218: 1.603482007980347; Km_C00065: 0.995956301689148,Kcat_F: 3.54728232602962; Kcat_R: 1.1070927197999596
WP_000626410.1,4.3.1.17,,R612,L-serine ammonia-lyase,R06131,C05167,C00014; C00161,Km_C00014: 2.32181453704834; Km_C00161: nan; Km_C05167: nan,Kcat_F: nan; Kcat_R: 17.86179164388484
WP_000626410.1,4.3.1.17,,R613,L-serine ammonia-lyase,R08698,C00001; C02218,C00014; C00022,Km_C00014: 2.32181453704834; Km_C00022: 0.7869249582290649; Km_C00001: 1.2432831525802612; Km_C02218: 1.603482007980347,Kcat_F: 1.1070927197999596; Kcat_R: 16.00408804670335
WP_000786911.1,2.1.1.33,,R614,Trna (guanine46-n7)-methyltransferase,R00600,C00019; C01977,C00021; C04160,Km_C00021: 0.0296427644789218; Km_C04160: nan; Km_C00019: 0.016; Km_C01977: nan,Kcat_F: 0.19965702785855; Kcat_R: 0.2008690735033649
WP_000011603.1,2.7.7.38,,R615,3-deoxy-manno-octulosonate cytidylyltransferase,R03351,C00063; C01187,C00013; C04121,Km_C00013: 0.1362769305706024; Km_C04121: 0.0676340088248252; Km_C00063: 0.7086666666666667; Km_C01187: 0.6975,Kcat_F: 35.839443392590724; Kcat_R: 20.678821674626523
WP_001096048.1,6.3.2.8,,R616,Udp-n-acetylmuramate-l-alanine ligase,R03193,C00002; C00041; C01050,C00008; C00009; C01212,Km_C00008: 0.0281688831746578; Km_C00009: 0.1364526152610778; Km_C01212: 0.1079874411225318; Km_C00002: 0.0299364533275365; Km_C00041: 0.0964954271912574; Km_C01050: 0.5,Kcat_F: 5.852216919886007; Kcat_R: 4.2684518408310845
WP_000130048.1,6.3.2.4,,R617,D-alanine-d-alanine ligase,R01150,C00002; C00133,C00008; C00009; C00993,Km_C00008: 0.0573152117431163; Km_C00009: 1.1032525300979614; Km_C00993: 0.3555957973003387; Km_C00002: 0.0667420774698257; Km_C00133: 226.69077777777778,Kcat_F: 12.825759384675468; Kcat_R: 4.65465982934932
WP_001044366.1,3.1.3.10,,R618,Glucose-1-phosphatase,R00304,C00001; C00103,C00009; C00031,Km_C00009: 0.9744775891304016; Km_C00031: 1.1993576288223269; Km_C00001: 0.9728127121925354; Km_C00103: 0.445,Kcat_F: 61.08803763461096; Kcat_R: 4.353411557403304
WP_001044366.1,3.1.3.10,,R619,Glucose-1-phosphatase,R00947,C00001; C00103,C00009; C00267,Km_C00009: 0.9744775891304016; Km_C00267: 1.1993576288223269; Km_C00001: 0.9728127121925354; Km_C00103: 0.445,Kcat_F: 61.08803763461096; Kcat_R: 4.353411557403304
WP_000152933.1,3.1.1.29,,R620,Aminoacyl-trna hydrolase,R04238,C00001; C03880,C00066; C03523,Km_C00066: nan; Km_C03523: nan; Km_C00001: 0.3264870643615722; Km_C03880: nan,Kcat_F: 1.3186872544786494; Kcat_R: nan
WP_001297933.1,4.2.3.5,,R621,Chorismate synthase,R01714,C01269,C00009; C00251,Km_C00009: 0.2451198250055313; Km_C00251: 0.0086258137598633; Km_C01269: 0.00175,Kcat_F: 2.763376874460338; Kcat_R: 0.15665588054212304
WP_000108921.1,2.6.1.9,,R622,Histidinol-phosphate transaminase,R03243,C00026; C01100,C00025; C01267,Km_C00025: 1.0537225008010864; Km_C01267: 0.1065641269087791; Km_C00026: 0.3180489540100097; Km_C01100: 0.3269902169704437,Kcat_F: 3.382453020944196; Kcat_R: 2.386117632779488
WP_000108921.1,2.6.1.9,,R623,Histidinol-phosphate transaminase,R00694,C00026; C00079,C00025; C00166,Km_C00025: 1.0537225008010864; Km_C00166: 0.23979352414608; Km_C00026: 0.3180489540100097; Km_C00079: 0.6534630060195923,Kcat_F: 5.432269717792962; Kcat_R: 5.724979620078579
WP_000108921.1,2.6.1.9,,R624,Histidinol-phosphate transaminase,R00734,C00026; C00082,C00025; C01179,Km_C00025: 1.0537225008010864; Km_C01179: 0.1199042722582817; Km_C00026: 0.3180489540100097; Km_C00082: 0.3363783955574035,Kcat_F: 4.044645792578407; Kcat_R: 3.805476632211378
WP_000126543.1,3.5.2.3,,R625,Dihydroorotase,R01993,C00001; C00337,C00438,Km_C00438: 0.0195; Km_C00001: 1.220741868019104; Km_C00337: 0.076,Kcat_F: 68.34944495810902; Kcat_R: 128.47870078603228
WP_001140251.1,5.2.1.8,,R626,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_F: nan; Kcat_R: nan
WP_000096674.1,2.7.1.35,,R627,Pyridoxal kinase,R00174,C00002; C00250,C00008; C00018,Km_C00008: 0.0759762674570083; Km_C00018: 0.0540470480918884; Km_C00002: 0.053650964051485; Km_C00250: 0.14500000000000002,Kcat_F: 2.099426179279705; Kcat_R: 3.5076050451641416
WP_000096674.1,2.7.1.35,,R628,Pyridoxal kinase,R01909,C00002; C00314,C00008; C00627,Km_C00008: 0.0759762674570083; Km_C00627: 0.0605949237942695; Km_C00002: 0.053650964051485; Km_C00314: 0.0299000404775142,Kcat_F: 3.572511162597408; Kcat_R: 2.7154813269928115
WP_000096674.1,2.7.1.35,,R629,Pyridoxal kinase,R02493,C00002; C00534,C00008; C00647,Km_C00008: 0.0759762674570083; Km_C00647: 0.0561104267835617; Km_C00002: 0.053650964051485; Km_C00534: 0.02,Kcat_F: 1.2994261792797053; Kcat_R: 2.6585935691732883
WP_000030016.1,3.1.3.45,,R630,3-deoxy-manno-octulosonate-8-phosphatase,R03350,C00001; C04478,C00009; C01187,Km_C00009: 0.7999519109725952; Km_C01187: 0.1614125669002533; Km_C00001: 0.9723971486091614; Km_C04478: 0.256,Kcat_F: 5.008958739410606; Kcat_R: 3.503480618092719
WP_000424181.1,4.2.3.3,,R631,Methylglyoxal synthase,R01016,C00111,C00009; C00546,Km_C00009: 1.0860363245010376; Km_C00546: 1.7808719873428345; Km_C00111: 2.492,Kcat_F: 140.70000000000002; Kcat_R: 0.8175891659987403
WP_000153129.1,3.1.3.5,,R632,5'-nucleotidase,R07297,C00001; C02520,C00009; C00911,Km_C00009: 0.9377074837684632; Km_C00911: nan; Km_C00001: 1.266582727432251; Km_C02520: nan,Kcat_F: 7.646563877094906; Kcat_R: 47.8454196641789
WP_000153129.1,3.1.3.5,,R633,5'-nucleotidase,R00183,C00001; C00020,C00009; C00212,Km_C00009: 0.9377074837684632; Km_C00212: 0.0682586729526519; Km_C00001: 1.266582727432251; Km_C00020: 0.0832925885915756,Kcat_F: 21.659882778977444; Kcat_R: 42.214994805847134
WP_000153129.1,3.1.3.5,,R634,5'-nucleotidase,R00511,C00001; C00055,C00009; C00475,Km_C00009: 0.9377074837684632; Km_C00475: 0.1614583432674408; Km_C00001: 1.266582727432251; Km_C00055: 0.1115442067384719,Kcat_F: 25.223092200745818; Kcat_R: 45.875961271383005
WP_000153129.1,3.1.3.5,,R635,5'-nucleotidase,R00963,C00001; C00105,C00009; C00299,Km_C00009: 0.9377074837684632; Km_C00299: 0.2255016714334488; Km_C00001: 1.266582727432251; Km_C00105: 0.02,Kcat_F: 3.938281938547453; Kcat_R: 34.07182957643688
WP_000153129.1,3.1.3.5,,R636,5'-nucleotidase,R01126,C00001; C00130,C00009; C00294,Km_C00009: 0.9377074837684632; Km_C00294: 0.1426820009946823; Km_C00001: 1.266582727432251; Km_C00130: 0.017,Kcat_F: 3.943281938547453; Kcat_R: 35.08511888074335
WP_000153129.1,3.1.3.5,,R637,5'-nucleotidase,R01227,C00001; C00144,C00009; C00387,Km_C00009: 0.9377074837684632; Km_C00387: 0.0703466311097145; Km_C00001: 1.266582727432251; Km_C00144: 0.1635,Kcat_F: 5.883281938547452; Kcat_R: 31.50758661463173
WP_000153129.1,3.1.3.5,,R638,5'-nucleotidase,R02323,C00001; C00455,C00009; C03150,Km_C00009: 0.9377074837684632; Km_C03150: 0.1502352356910705; Km_C00001: 1.266582727432251; Km_C00455: 0.1445964872837066,Kcat_F: 13.210450090328923; Kcat_R: 31.587461750601836
WP_000153129.1,3.1.3.5,,R639,5'-nucleotidase,R02719,C00001; C00655,C00009; C01762,Km_C00009: 0.9377074837684632; Km_C01762: 0.0963607802987098; Km_C00001: 1.266582727432251; Km_C00655: 0.07843017578125,Kcat_F: 15.739967450398828; Kcat_R: 34.82039305203092
WP_000153129.1,3.1.3.5,,R640,5'-nucleotidase,R03346,C00001; C01185,C00009; C05841,Km_C00009: 0.9377074837684632; Km_C05841: 0.1887110620737075; Km_C00001: 1.266582727432251; Km_C01185: 0.1006513759493827,Kcat_F: 12.997456955556595; Kcat_R: 31.95950552585125
WP_000153129.1,3.1.3.5,,R641,5'-nucleotidase,R01569,C00001; C00364,C00009; C00214,Km_C00009: 0.9377074837684632; Km_C00214: 0.1567969173192978; Km_C00001: 1.266582727432251; Km_C00364: 0.008,Kcat_F: 3.903281938547453; Kcat_R: 31.31960085825882
WP_000153129.1,3.1.3.5,,R642,5'-nucleotidase,R01664,C00001; C00239,C00009; C00881,Km_C00009: 0.9377074837684632; Km_C00881: 0.0930701047182083; Km_C00001: 1.266582727432251; Km_C00239: 0.0682210922241211,Kcat_F: 20.167854961092015; Kcat_R: 39.54966494891124
WP_000153129.1,3.1.3.5,,R643,5'-nucleotidase,R01968,C00001; C00362,C00009; C00330,Km_C00009: 0.9377074837684632; Km_C00330: 0.0649273246526718; Km_C00001: 1.266582727432251; Km_C00362: 0.0503029562532901,Kcat_F: 8.368141051848554; Kcat_R: 27.473840146038395
WP_000153129.1,3.1.3.5,,R644,5'-nucleotidase,R02088,C00001; C00360,C00009; C00559,Km_C00009: 0.9377074837684632; Km_C00559: 0.0509932413697242; Km_C00001: 1.266582727432251; Km_C00360: 0.0560479164123535,Kcat_F: 11.710622393350668; Kcat_R: 30.07652122105761
WP_000153129.1,3.1.3.5,,R645,5'-nucleotidase,R02102,C00001; C00365,C00009; C00526,Km_C00009: 0.9377074837684632; Km_C00526: 0.2064688056707382; Km_C00001: 1.266582727432251; Km_C00365: 0.1504867523908615,Kcat_F: 12.431367313611517; Kcat_R: 30.910487229915375
WP_000108330.1,2.7.1.12,,R646,Gluconokinase,R01737,C00002; C00257,C00008; C00345,Km_C00008: 0.038519412279129; Km_C00345: 0.0518846213817596; Km_C00002: 0.0247526559978723; Km_C00257: 0.09133333333333334,Kcat_F: 0.9104030598261184; Kcat_R: 1.3169219066297588
WP_000445249.1,2.5.1.19,,R647,3-phosphoshikimate 1-carboxyvinyltransferase,R03460,C00074; C03175,C00009; C01269,Km_C00009: 0.8561636805534363; Km_C01269: 0.011; Km_C00074: 103333342.9467; Km_C03175: 0.1275,Kcat_F: -492.5; Kcat_R: 0.040361653399781046
WP_000675504.1,1.16.3.1,,R648,Ferroxidase,R00078,C00007; C00080; C14818,C00001; C14819,Km_C00001: 1.0564128160476685; Km_C14819: nan; Km_C00007: 0.1127570942044258; Km_C00080: 1.0915533304214478; Km_C14818: 0.12,Kcat_F: 2.1713729522784435; Kcat_R: 1.7362631002360849
WP_000039863.1,1.8.4.8,,R649,Phosphoadenylyl-sulfate reductase (thioredoxin),R02021,C00053; C00342,C00054; C00094; C00343,Km_C00054: 0.0368725731968879; Km_C00094: 0.8066101670265198; Km_C00343: nan; Km_C00053: 0.0225; Km_C00342: 0.0261,Kcat_F: 3.5; Kcat_R: 8.071978315330488
WP_000805449.1,2.1.2.11,,R650,3-methyl-2-oxobutanoate hydroxymethyltransferase,R01226,C00001; C00141; C00143,C00101; C00966,Km_C00101: 0.1187059804797172; Km_C00966: 0.155; Km_C00001: 7.029721736907959; Km_C00141: 0.18; Km_C00143: 0.129827544093132,Kcat_F: 1.347687656441841; Kcat_R: 0.9193097764092822
WP_000805449.1,2.1.2.11,,R651,3-methyl-2-oxobutanoate hydroxymethyltransferase,R01216,C00966,C00067; C00141,Km_C00067: 5.183048725128174; Km_C00141: 0.18; Km_C00966: 0.155,Kcat_F: 0.7238711252094765; Kcat_R: 0.9580998199669135
WP_001285288.1,2.7.2.11,,R652,Glutamate 5-kinase,R00239,C00002; C00025,C00008; C03287,Km_C00008: 0.0803385823965072; Km_C03287: 0.3066562712192535; Km_C00002: 0.0864368975162506; Km_C00025: 2.5293662548065186,Kcat_F: 1.9934153186596884; Kcat_R: 2.8162667896014097
WP_001135174.1,2.4.2.19,,R653,Nicotinate-nucleotide diphosphorylase (carboxylating),R03348,C00011; C00013; C01185,C00119; C03722,Km_C00119: 0.0156; Km_C03722: 0.0064; Km_C00011: 0.7253109812736511; Km_C00013: 0.091704249382019; Km_C01185: 0.0472725145518779,Kcat_F: 15.260119943061317; Kcat_R: 1.3470402427239943
WP_001272330.1,2.1.1.172,,R654,16s rrna (guanine1207-n2)-methyltransferase,R07234,C00019; C00240,C00021; C04153,Km_C00021: 0.0144721586257219; Km_C04153: nan; Km_C00019: 0.0123073738068342; Km_C00240: nan,Kcat_F: 0.3008845658102293; Kcat_R: 0.2973241345801789
WP_000030740.1,2.7.7.38,,R655,3-deoxy-manno-octulosonate cytidylyltransferase,R03351,C00063; C01187,C00013; C04121,Km_C00013: 0.1362769305706024; Km_C04121: 0.0676340088248252; Km_C00063: 0.7086666666666667; Km_C01187: 0.6975,Kcat_F: 35.839443392590724; Kcat_R: 20.678821674626523
WP_000227950.1,2.1.1.163,,R656,Demethylmenaquinone methyltransferase,R04990,C00019; C05813,C00021; C05814,Km_C00021: 0.0557933747768402; Km_C05814: 0.0164710283279418; Km_C00019: 0.0355084314942359; Km_C05813: 0.0167643129825592,Kcat_F: 4.037154546699273; Kcat_R: 3.4614242719889643
WP_000227950.1,2.1.1.163,,R657,Demethylmenaquinone methyltransferase,R04993,C00019; C05818,C00021; C00828,Km_C00021: 0.0557933747768402; Km_C00828: 0.0128534054383635; Km_C00019: 0.0355084314942359; Km_C05818: 0.0131682753562927,Kcat_F: 6.45039847754531; Kcat_R: 4.866986415261722
WP_001047336.1,2.5.1.90,,R658,All-trans-octaprenyl-diphosphate synthase,R09248,C00129; C00448,C00013; C04146,Km_C00013: 0.1135303452610969; Km_C04146: 0.0274669528007507; Km_C00129: 0.004; Km_C00448: 0.0015,Kcat_F: 1.0019278452787874; Kcat_R: 0.00216996623437935
WP_000951213.1,2.8.1.6,,R659,Biotin synthase,R01078,C00019; C00080; C01909; C05359; C17023,C00073; C00120; C05198,Km_C00073: 0.2054629772901535; Km_C00120: 0.00815743021667; Km_C05198: 0.0082509536296129; Km_C00019: 0.01; Km_C00080: 0.2829390466213226; Km_C01909: 0.0035; Km_C05359: nan; Km_C17023: nan,Kcat_F: 3.539832587593593; Kcat_R: 0.1747100651569268
WP_001023616.1,1.1.1.133,,R660,Dtdp-4-dehydrorhamnose reductase,R02777,C00006; C03319,C00005; C00080; C00688,Km_C00005: 0.0180935245007276; Km_C00080: 0.9134034514427184; Km_C00688: 0.0279592312872409; Km_C00006: 0.0579108782112598; Km_C03319: 0.0939433500170707,Kcat_F: 4.079477564055891; Kcat_R: 5.8718157890715315
WP_000983255.1,2.2.1.6,,R661,Acetolactate synthase,R00006,C00011; C00900,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C00900: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_000983255.1,2.2.1.6,,R662,Acetolactate synthase,R00226,C00011; C06010,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C06010: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_000983255.1,2.2.1.6,,R663,Acetolactate synthase,R00014,C00022; C00068,C00011; C05125,Km_C00011: 5.445468902587891; Km_C05125: 0.0863395780324935; Km_C00022: 11.079999999999998; Km_C00068: 0.1190954074263572,Kcat_F: 21.36581418224872; Kcat_R: 5.004614817429729
WP_000983255.1,2.2.1.6,,R664,Acetolactate synthase,R03050,C00068; C00900,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C00900: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
WP_000983255.1,2.2.1.6,,R665,Acetolactate synthase,R04672,C00068; C06010,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C06010: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
WP_000983255.1,2.2.1.6,,R666,Acetolactate synthase,R04673,C00109; C05125,C00068; C06006,Km_C00068: 0.1190954074263572; Km_C06006: 1.518301486968994; Km_C00109: 150.0055; Km_C05125: 0.0863395780324935,Kcat_F: 3.385059831796261; Kcat_R: 3.4657852198762877
WP_000983255.1,2.2.1.6,,R667,Acetolactate synthase,R08648,C00022; C00109,C00011; C06006,Km_C00011: 5.445468902587891; Km_C06006: 1.518301486968994; Km_C00022: 11.079999999999998; Km_C00109: 150.0055,Kcat_F: 20.949999999999996; Kcat_R: 4.6695260232610325
WP_000589409.1,3.1.4.16,,R668,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R03423,C00001; C01240,C03419,Km_C03419: nan; Km_C00001: 0.3025857508182525; Km_C01240: nan,Kcat_F: 2.295437217357756; Kcat_R: nan
WP_000589409.1,3.1.4.16,,R669,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R03537,C00001; C02353,C01367,Km_C01367: 0.05; Km_C00001: 0.3025857508182525; Km_C02353: 0.49,Kcat_F: 4.962718608678878; Kcat_R: 4.277199014166581
WP_000589409.1,3.1.4.16,,R670,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R03538,C00001; C02355,C01368,Km_C01368: 0.053; Km_C00001: 0.3025857508182525; Km_C02355: 0.0497913397848606,Kcat_F: 2.878428548013975; Kcat_R: 3.092436574827066
WP_000589409.1,3.1.4.16,,R671,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R03929,C00001; C02354,C05822,Km_C05822: 0.0662584826350212; Km_C00001: 0.3025857508182525; Km_C02354: 0.077875792980194,Kcat_F: 3.337511286397488; Kcat_R: 4.42203383505963
WP_000589409.1,3.1.4.16,,R672,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R05135,C00001; C06194,C06193,Km_C06193: 0.0281119477003812; Km_C00001: 0.3025857508182525; Km_C06194: 1.6,Kcat_F: 2.132718608678878; Kcat_R: 3.115657436460206
WP_000110749.1,1.1.1.3,,R673,Homoserine dehydrogenase,R01773,C00003; C00263,C00004; C00080; C00441,Km_C00004: 0.0486664846539497; Km_C00080: 2.2518465518951416; Km_C00441: 0.17; Km_C00003: 0.2037672400474548; Km_C00263: 1.2,Kcat_F: 1.4805696076766188; Kcat_R: 3.6678800503921307
WP_000110749.1,1.1.1.3,,R674,Homoserine dehydrogenase,R01775,C00006; C00263,C00005; C00080; C00441,Km_C00005: 0.09; Km_C00080: 2.2518465518951416; Km_C00441: 0.17; Km_C00006: 0.073; Km_C00263: 1.2,Kcat_F: 1.4608170431834484; Kcat_R: 3.672643785367849
WP_001295474.1,6.3.3.1,,R675,Phosphoribosylformylglycinamidine cyclo-ligase,R04208,C00002; C04640,C00008; C00009; C03373,Km_C00008: 0.0349661074578762; Km_C00009: 0.7719880938529968; Km_C03373: 0.0450813174247741; Km_C00002: 0.0358092039823532; Km_C04640: 0.172,Kcat_F: 5.805137565743182; Kcat_R: 4.459094240246144
WP_000211907.1,1.8.1.2,,R676,Assimilatory sulfite reductase (nadph),R00858,C00001; C00006; C00283,C00005; C00080; C00094,Km_C00005: 0.034333333333333334; Km_C00080: 0.0884566977620124; Km_C00094: 0.0347658954560756; Km_C00001: 0.0861005932092666; Km_C00006: 0.0225104205310344; Km_C00283: 0.0111357858404517,Kcat_F: 214.80196790417418; Kcat_R: 133.73348462878735
WP_000673464.1,2.7.7.7,,R677,Dna-directed dna polymerase,R00375,C00131,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00131: 0.00623,Kcat_F: 1.16; Kcat_R: 0.000582466701227
WP_000673464.1,2.7.7.7,,R678,Dna-directed dna polymerase,R00376,C00286,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00286: 0.0112,Kcat_F: 1.64; Kcat_R: 0.000582466701227
WP_000673464.1,2.7.7.7,,R679,Dna-directed dna polymerase,R00377,C00458,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00458: 0.003,Kcat_F: 1.75; Kcat_R: 0.000582466701227
WP_000673464.1,2.7.7.7,,R680,Dna-directed dna polymerase,R00378,C00459,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00459: 0.00035,Kcat_F: 6.57; Kcat_R: 0.000582466701227
WP_001295461.1,2.5.1.47,,R681,Cysteine synthase,R00897,C00283; C00979,C00033; C00097,Km_C00033: 1.0324126482009888; Km_C00097: 0.1384832710027694; Km_C00283: 0.0095; Km_C00979: 10.233333333333333,Kcat_F: 789.4627056331814; Kcat_R: 214.05936866559182
WP_001295461.1,2.5.1.47,,R682,Cysteine synthase,R03132,C00320; C00979,C00033; C05824,Km_C00033: 1.0324126482009888; Km_C05824: 0.6971086859703064; Km_C00320: 0.3871120810508728; Km_C00979: 10.233333333333333,Kcat_F: 27.29395674074523; Kcat_R: 156.51705452902735
WP_001295461.1,2.5.1.47,,R683,Cysteine synthase,R03601,C00979; C01528,C00033; C05688,Km_C00033: 1.0324126482009888; Km_C05688: 0.6859937310218811; Km_C00979: 10.233333333333333; Km_C01528: 0.029111860319972,Kcat_F: 29.52101377192755; Kcat_R: 121.24083833037912
WP_001295461.1,2.5.1.47,,R684,Cysteine synthase,R04859,C00080; C00320; C00342; C00979,C00033; C00094; C00097; C00343,Km_C00033: 1.0324126482009888; Km_C00094: 0.5759783387184143; Km_C00097: 0.1384832710027694; Km_C00343: nan; Km_C00080: 0.5551935434341431; Km_C00320: 0.3871120810508728; Km_C00342: nan; Km_C00979: 10.233333333333333,Kcat_F: 27.29395674074523; Kcat_R: 164.43284370229765
WP_001181706.1,2.2.1.6,,R685,Acetolactate synthase,R00006,C00011; C00900,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C00900: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_001181706.1,2.2.1.6,,R686,Acetolactate synthase,R00226,C00011; C06010,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C06010: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_001181706.1,2.2.1.6,,R687,Acetolactate synthase,R00014,C00022; C00068,C00011; C05125,Km_C00011: 5.445468902587891; Km_C05125: 0.0863395780324935; Km_C00022: 11.079999999999998; Km_C00068: 0.1190954074263572,Kcat_F: 21.36581418224872; Kcat_R: 5.004614817429729
WP_001181706.1,2.2.1.6,,R688,Acetolactate synthase,R03050,C00068; C00900,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C00900: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
WP_001181706.1,2.2.1.6,,R689,Acetolactate synthase,R04672,C00068; C06010,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C06010: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
